Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZW,MZ,1,,trophies,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GA,CI,,,32,tusks,kg,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,1,14,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,2,2,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,AU,XX,2,3,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,CA,XX,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,CA,XX,69,15,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,CH,XX,1,4,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,CN,XX,,1,ivory carvings,pairs,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,CN,XX,3,1,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,HK,XX,3,3,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,IL,,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,JE,XX,108,,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,JE,XX,22,,ivory carvings,,T,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,JP,XX,1,1,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,JP,XX,1,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,KE,ET,1,1,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,KE,,1,,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MX,XX,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,MX,XX,1,,ivory carvings,,T,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,NZ,XX,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,NZ,XX,,2,ivory carvings,,P,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,NZ,XX,,26,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,NZ,XX,1,,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,NZ,XX,,1,ivory carvings,,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,SG,XX,,2,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,TZ,,2,,skins,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,TZ,,4,,skin pieces,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,TZ,,1,,tails,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,TZ,,2,,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,2,ivory carvings,sets,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,1,ivory carvings,sets,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,1,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,4,ivory carvings,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,22,ivory carvings,,E,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,56,4,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,52,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,26,1,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,844,698,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,US,XX,,4,skin pieces,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,UY,XX,3,,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,UY,,,3,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,TZ,,47,leather products (small),,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,TZ,,2,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,2,5,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,XX,3,,tusks,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZM,,2,2,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,US,XX,7,7,ivory carvings,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GR,US,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,AU,XX,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,AU,XX,1,,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,CA,XX,11,6,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,CH,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,DE,XX,1010.22,,ivory scraps,kg,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,GB,XX,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,GB,XX,43,26,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,US,XX,62,63,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HN,SV,XX,,1,live,,Q,C
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HU,JP,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ID,JP,XX,,32,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IL,GB,XX,,1,ivory carvings,,P,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IL,GB,XX,,2,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IL,US,XX,,1,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,DE,XX,,2,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IR,TR,,1,,live,,Q,
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IS,CH,XX,16,,ivory carvings,,E,I
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IS,CH,XX,,19,ivory carvings,,T,I
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IS,ZA,TZ,4,,feet,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IS,ZA,TZ,3,,trophies,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IS,ZA,XX,1,,tusks,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CH,ZA,1,1,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,1,1,trophies,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,1,,trophies,,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,MZ,,,2,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,TZ,,3,,trophies,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,CG,1,,ivory carvings,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,1,,ivory carvings,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,,1,ivory carvings,,E,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,,6,ivory carvings,,E,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,5,,ivory carvings,,Q,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,9,,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,1,,ivory carvings,,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,US,XX,,1,skin pieces,,E,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,ZW,159,,skins,,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,,133.74,,skins,m2,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,,1,ivory carvings,sets,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,AT,XX,1,,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,CA,XX,,2,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,CH,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,1,ivory carvings,sets,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,,77,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,1,,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,DE,XX,87,2,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,XX,,1,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,FR,XX,1,,tusks,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,4,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,1,1,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,GB,XX,11,6,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,IT,XX,2,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,IT,ZA,,43,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,NL,XX,,1,carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,NL,XX,1,,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,NZ,XX,1,,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,NZ,XX,,2,ivory carvings,,Q,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZA,AO,1,,tusks,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZA,ZM,6,,tusks,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KE,GB,NA,1,,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,AT,XX,,1,ivory carvings,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,CH,XX,,1,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,CH,XX,1,,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,DE,XX,,1,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KW,US,XX,,2,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KW,ZA,TZ,2,,trophies,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KZ,IT,ZA,,62,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KZ,IT,ZW,,1,leather products (small),,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LI,FR,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LI,US,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LK,MW,,,1,ivory carvings,,P,I
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LY,AE,XX,,22,ivory carvings,,E,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LY,AE,XX,23,,ivory carvings,,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,CI,,6,,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,CI,,,4.5,ivory pieces,kg,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,CI,,,59.4,tusks,kg,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,CI,,4,,tusks,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,IT,ZA,,2,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,BE,NA,,1,live,,Q,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,BE,ZW,,3,live,,Q,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MQ,CI,,5,,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MQ,CI,,,15.95,ivory pieces,kg,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MU,CH,XX,,1,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MU,IT,XX,,2,tusks,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,FR,XX,2,,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,FR,XX,,2,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,GB,XX,,1,ivory carvings,,P,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,MZ,,7,4,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,TZ,,2,,trophies,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,TZ,,14,,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,US,XX,1,1,ivory carvings,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,US,XX,,2,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,US,XX,5,,ivory carvings,,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZA,MZ,1,,trophies,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZM,,6,2,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NC,ZA,ZW,4,,feet,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NC,ZA,ZW,2,,tusks,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NI,HN,XX,,1,live,,Q,C
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,US,XX,2,,carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,US,XX,1,,carvings,,T,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,US,XX,,2,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,US,XX,,3,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,XX,,1,,carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,CG,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,XX,,8,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AU,XX,1,,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,CA,,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,FR,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,35,,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,1,,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,GB,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,US,XX,,1,ivory carvings,sets,P,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,hair products,,P,I
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,ivory carvings,,P,I
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,3,,feet,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,4,,hair products,,P,I
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,OM,CH,ZA,,9,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,CA,XX,1,,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,CA,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,3,,trophies,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,12,14,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,TZ,,1,,trophies,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,TZ,,2,,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,US,XX,,10,ivory carvings,,E,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,US,XX,8,,ivory pieces,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,QA,GB,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,QA,GR,EG,,1,tusks,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,QA,US,XX,,2,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,QA,US,XX,,1,ivory pieces,,P,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,AT,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,AU,XX,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,DE,XX,,1,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,DE,XX,,7,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,FR,XX,,1,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,FR,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,GB,XX,,19,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,GB,XX,,45,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,IT,ZA,,2,leather products (large),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,IT,ZA,,287,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,IT,ZA,,4,skin pieces,,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,IT,ZW,,57,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,NZ,XX,,10,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,NZ,XX,,1,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,TZ,,6,,tusks,,H,F
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,US,XX,,4,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,UY,,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SA,GB,XX,,4,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SA,KE,,4,4,ivory carvings,,P,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SD,GB,XX,,8,ivory carvings,,E,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,TZ,,2,,tusks,,H,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,FR,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,GB,XX,,5,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,JP,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,US,XX,,3,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SV,MX,,1,1,live,,Q,C
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SY,US,XX,,1,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,CH,XX,,1,ivory carvings,sets,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,FR,XX,,1,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TR,IT,ZW,,1,live,,Q,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,FR,XX,,3,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,GB,XX,,81,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,JP,XX,,1,ivory carvings,,Q,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,GB,XX,,12,ivory carvings,,P,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,GB,XX,,6,ivory carvings,,P,U
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,GB,XX,,19,ivory carvings,,T,O
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,IT,ZA,,114,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,IT,ZW,,3,leather products (small),,T,W
2007,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,UA,ZM,,4,6,tusks,,H,W
