Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AE,IT,ZW,,4,shoes,,,W
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AG,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AO,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZA,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZA,,,6,leather items,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZA,,,24,tusks,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AR,ZA,,2,,tusks,,P,W
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,BW,,,1,ivory carvings,sets,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,CH,KE,1,,ivory carvings,sets,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,CH,XX,1,,ivory carvings,sets,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,CH,ZW,,1,leather products (small),,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,DE,KE,,1600,ivory carvings,sets,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,DE,KE,23,,ivory carvings,sets,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,DE,XX,,700,ivory carvings,g,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,DE,XX,,400,ivory carvings,sets,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,DE,ZA,,850,ivory carvings,sets,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,DE,ZA,2,,ivory carvings,sets,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ET,,,41,tusks,kg,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ET,,2,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,IT,BW,,3,leather products (small),,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,IT,KE,1,,ivory carvings,sets,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,IT,ZW,3,,live,,Q,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,IT,ZW,,120,leather products (small),,,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,IT,ZW,,2,leather items,,,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,TZ,,6,,ears,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,TZ,,11,,feet,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,TZ,,7,,skins,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,TZ,,1,,tails,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,TZ,,1,,trophies,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,TZ,,18,,tusks,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,TZ,,2,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,2,,ears,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,4,,feet,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,,2,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,4,,skin pieces,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,1,,tails,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,1,,trophies,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,2,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,1,,ears,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,12,,feet,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,6,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,1,leather products (small),,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,5,skins,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,18,,skin pieces,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,1,skulls,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,2,,tails,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,1,tails,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,2,,teeth,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,3,trophies,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,65,tusks,kg,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,12,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,,2,tusks,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,BW,,,8,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,CA,XX,,3,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,XX,,2,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,2,,carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,5,,ivory carvings,kg,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,1,,ivory carvings,sets,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,21,,ivory carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,1,,leather items,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,1,,tails,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,1,,trophies,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,1,,tusks,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,GB,,1,,tusks,,P,W
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,HK,,21,,ivory carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,IE,XX,2,,tusks,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,IE,XX,,2,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,NZ,,1,,ivory carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,PG,,6,,ivory carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,ZM,,1,leather items,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,ZW,,2,bones,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,ZW,,2,feet,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,ZW,,3,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,2,,bones,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,3,,carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,1,,ivory carvings,pairs,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,4,,ivory carvings,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,18,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,1,,skin pieces,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,2,,trophies,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,2,feet,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,1,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,43,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,2,leather products (small),,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,2,skins,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,1,leather items,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,2,,trophies,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,1,,tusks,,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,,1,tusks,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CD,,21,21,tusks,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,SG,XX,750,,ivory carvings,g,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,US,XX,2,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,US,XX,,2,ivory carvings,,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,,,9,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,,,2,skins,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BG,ZW,,,1,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,CN,KE,,363,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BR,ZW,,,2,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZA,,,43,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZA,,,1,leather products (small),,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,2,feet,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,6,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,1,skins,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BW,ZW,,,1,leather items,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,BW,,,1,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,CG,,,4,ivory carvings,kg,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,CH,CI,121,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,CH,CI,,54,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,CH,KE,1,,ivory carvings,,E,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,CH,ZW,3,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,DE,TZ,2,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ET,,4,,feet,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ET,,1,,skin pieces,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ET,,2,,tails,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ET,,,45,tusks,kg,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ET,,4,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,FR,CD,1,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,FR,CD,17,,leather items,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,FR,CD,1,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,FR,XX,12,,leather items,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,GB,KE,1,,feet,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,GB,XX,1,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,GB,XX,,3,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,GB,XX,1,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,HK,XX,1,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,LB,NG,3,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,MA,XX,2,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,MY,XX,4,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,NA,,2,,tusks,,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,NL,TZ,29,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,PT,MZ,16,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,PT,MZ,12,,leather items,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,RO,CD,25,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,ET,2,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,MZ,,1,live,,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,NG,7,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,,1,ivory carvings,,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,2,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,1,,live,,Z,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,XX,,1,skins,,,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,ZA,,1,live,,T,W
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,ZW,,1,live,,T,U
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,US,ZW,,2,live,,T,W
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,4,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,1,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,1,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,ZA,4,,feet,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,ZA,1,,skulls,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,ZA,1,,trophies,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,6,,ears,,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,8,ears,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,10,,feet,,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,8,feet,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,4,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,1,skins,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,3,,skin pieces,,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,1,1,skulls,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,2,tails,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,2,,trophies,,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,7,trophies,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,,47,tusks,kg,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZW,,14,,tusks,,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,AT,BW,3,,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,AT,KE,1,,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,AT,TZ,4,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,AT,TZ,2,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,AT,XX,,1,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,AT,XX,1,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,AT,ZA,1,,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,AT,ZM,2,,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,BE,XX,,20,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,BE,XX,1,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,CG,,6,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,CM,,4,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,KE,4,,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,,400,ivory carvings,sets,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,,400,ivory carvings,sets,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,5,,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,XX,2,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DE,ZA,,450,ivory carvings,sets,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,CI,4,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,GA,2,,tusks,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,SD,24,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,XX,4,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,GB,XX,,1007,ivory carvings,,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,GB,XX,172,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,GB,,2,leather products (small),,,U
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,XX,1,,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,XX,1,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,ZW,,5,leather products (small),,,W
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,TG,XX,1,,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,SD,,2,ivory carvings,,,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,SD,2,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,XX,,2,ivory carvings,,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,US,XX,3,,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,XX,2,,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,ZW,,1,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,,,2,ivory carvings,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,,,57,tusks,kg,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,,2,,tusks,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,,3,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZW,,2,,tusks,,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,JP,XX,,12,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CY,ZW,,,5,ivory carvings,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CY,ZW,,,1,tusks,,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,AT,BW,1800,,ivory carvings,sets,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,AT,XX,450,,ivory carvings,sets,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,AT,XX,,1,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,AT,XX,,1,ivory carvings,,S,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,AT,ZM,3600,,ivory carvings,sets,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,CH,KE,450,,ivory carvings,sets,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,CH,XX,605,,ivory carvings,g,T,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,CH,XX,2450,,ivory carvings,sets,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,CM,,71,,tusks,kg,H,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,DK,ZA,,1200,ivory carvings,g,T,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,DK,ZW,,8,live,,Q,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,JP,XX,,4,ivory carvings,sets,,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,KE,,,4,ears,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,KE,,,8,feet,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,KE,,,2,skeletons,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,KE,,,2,tails,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,KE,,,1,tusks,,P,
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,LI,XX,450,,ivory carvings,sets,P,O
1990,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,MZ,,,34,tusks,kg,T,
